Column1,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,Torque _Nm_,Tool wear _min_,Type_H,Type_L,Type_M,Machine failure_RF
3787,1.147443969,0.535459596,-0.902390079,0.733624667,-1.350348758,FALSE,TRUE,FALSE,1
3788,1.147443969,0.535459596,-0.1549356,0.813877984,-1.318927396,FALSE,TRUE,FALSE,0
3789,1.147443969,0.535459596,0.620408972,-0.761093371,-1.287506034,FALSE,TRUE,FALSE,0
3790,1.147443969,0.602860481,-0.707159431,0.894131302,-1.256084671,FALSE,TRUE,FALSE,0
3791,1.147443969,0.670261367,-0.060109285,0.31229475,-1.224663309,FALSE,TRUE,FALSE,0
3792,1.147443969,0.602860481,-0.444992562,-0.500270089,-1.193241946,FALSE,TRUE,FALSE,0
3793,1.147443969,0.602860481,-0.891234042,0.93425796,-1.161820584,FALSE,TRUE,FALSE,1
3794,1.097447935,0.535459596,-1.019528467,0.833941314,-1.130399222,FALSE,FALSE,TRUE,0
3795,1.047451902,0.535459596,-0.723893487,0.131724786,-1.083267178,FALSE,FALSE,TRUE,0
3796,1.047451902,0.535459596,-0.193981729,-0.249478472,-1.036135135,FALSE,FALSE,TRUE,0
3797,1.047451902,0.535459596,0.464224454,-0.319700125,-0.989003091,FALSE,TRUE,FALSE,0
3798,1.047451902,0.535459596,1.379019488,-1.433214905,-0.957581729,FALSE,TRUE,FALSE,0
3799,1.097447935,0.602860481,-0.182825692,-0.600586736,-0.926160366,FALSE,TRUE,FALSE,0
3800,1.047451902,0.602860481,2.104161893,-1.694038186,-0.894739004,FALSE,FALSE,TRUE,0
3801,1.097447935,0.602860481,1.29534921,-1.242613276,-0.84760696,FALSE,FALSE,TRUE,0
3802,1.097447935,0.602860481,-0.283230025,0.422643062,-0.800474917,FALSE,FALSE,TRUE,0
3803,1.097447935,0.602860481,-0.04337523,-0.249478472,-0.753342873,FALSE,TRUE,FALSE,0
3804,1.147443969,0.602860481,-0.054531267,-0.660776724,-0.721921511,FALSE,TRUE,FALSE,0
3805,1.197440003,0.670261367,0.229947677,-0.349795119,-0.690500149,FALSE,FALSE,TRUE,0
3806,1.147443969,0.602860481,-0.997216393,0.402579732,-0.643368105,FALSE,FALSE,TRUE,1
3807,1.147443969,0.670261367,0.040295048,-0.450111766,-0.596236062,FALSE,FALSE,TRUE,0
3808,1.147443969,0.602860481,1.245147044,-1.553594881,-0.549104018,FALSE,FALSE,TRUE,0
3809,1.097447935,0.535459596,-1.052996578,1.666569482,-0.501971974,FALSE,TRUE,FALSE,0
3810,1.097447935,0.535459596,0.129543344,-0.189288484,-0.470550612,FALSE,FALSE,TRUE,0
3811,1.047451902,0.46805871,0.386132195,-0.971758329,-0.423418569,FALSE,FALSE,TRUE,0
3812,0.997455868,0.400657824,-0.818719801,1.004479613,-0.376286525,FALSE,TRUE,FALSE,0
3813,0.997455868,0.400657824,-0.400368414,0.492864714,-0.344865163,FALSE,TRUE,FALSE,0
3814,1.047451902,0.400657824,-1.186869022,1.917361099,-0.3134438,FALSE,FALSE,TRUE,1
3815,1.097447935,0.46805871,1.284193173,-1.513468222,-0.266311757,FALSE,TRUE,FALSE,0
3816,1.047451902,0.400657824,-0.444992562,0.763719661,-0.234890394,FALSE,TRUE,FALSE,0
3817,1.047451902,0.400657824,-0.656957265,1.205112907,-0.203469032,FALSE,FALSE,TRUE,0
3818,1.047451902,0.46805871,-0.26649597,0.282199756,-0.156336988,FALSE,TRUE,FALSE,0
3819,1.097447935,0.46805871,0.157433436,-0.359826784,-0.124915626,FALSE,TRUE,FALSE,0
3820,1.147443969,0.535459596,-0.656957265,0.14175645,-0.093494264,FALSE,TRUE,FALSE,0
3821,1.147443969,0.602860481,0.319195973,-0.650745059,-0.062072901,FALSE,TRUE,FALSE,0
3822,1.197440003,0.670261367,-0.417102469,0.422643062,-0.030651539,FALSE,FALSE,TRUE,0
3823,1.147443969,0.602860481,0.235525695,-0.389921778,0.016480505,FALSE,FALSE,TRUE,0
3824,1.147443969,0.602860481,0.453068417,-0.971758329,0.063612548,FALSE,TRUE,FALSE,0
3825,1.097447935,0.46805871,-0.701581413,0.894131302,0.09503391,TRUE,FALSE,FALSE,0
3826,1.147443969,0.535459596,-0.56213095,0.382516403,0.173587316,TRUE,FALSE,FALSE,0
3827,1.197440003,0.602860481,-0.389212377,0.16181978,0.252140722,FALSE,FALSE,TRUE,0
3828,1.147443969,0.535459596,1.245147044,-1.222549946,0.299272766,FALSE,FALSE,TRUE,0
3829,1.147443969,0.602860481,-0.963748282,0.843972978,0.346404809,TRUE,FALSE,FALSE,1
3830,1.147443969,0.602860481,1.96471143,-1.734164845,0.424958215,FALSE,TRUE,FALSE,0
3831,1.147443969,0.602860481,1.133586674,-1.031948317,0.456379578,FALSE,FALSE,TRUE,0
3832,1.097447935,0.602860481,-0.411524451,0.352421409,0.503511621,FALSE,FALSE,TRUE,0
3833,1.147443969,0.670261367,0.012404955,-0.339763454,0.550643665,FALSE,FALSE,TRUE,0
3834,1.147443969,0.737662252,-1.359787596,1.716727806,0.597775708,FALSE,FALSE,TRUE,0
3835,1.147443969,0.737662252,-0.578865006,0.31229475,0.644907752,FALSE,FALSE,TRUE,0
3836,1.197440003,0.805063138,-0.405946432,0.392548068,0.692039795,FALSE,TRUE,FALSE,0
3837,1.197440003,0.805063138,-0.495194728,0.793814655,0.723461158,FALSE,TRUE,FALSE,0
3838,1.197440003,0.737662252,1.903353227,-1.553594881,0.75488252,FALSE,TRUE,FALSE,0
3839,1.147443969,0.670261367,0.21879164,-0.650745059,0.786303883,FALSE,FALSE,TRUE,0
3840,1.197440003,0.670261367,0.397288232,-0.690871718,0.833435926,FALSE,TRUE,FALSE,0
3841,1.197440003,0.737662252,0.146277399,0.282199756,0.864857288,FALSE,TRUE,FALSE,0
3842,1.247436036,0.805063138,0.034717029,0.01134481,0.896278651,FALSE,TRUE,FALSE,0
3843,1.247436036,0.805063138,-1.739092854,2.017677746,0.927700013,FALSE,TRUE,FALSE,0
3844,1.197440003,0.737662252,-0.305542099,0.593181361,0.959121376,FALSE,TRUE,FALSE,0
3845,1.147443969,0.670261367,0.29130588,-0.730998377,0.990542738,FALSE,TRUE,FALSE,0
3846,1.147443969,0.602860481,-0.757361598,0.723593002,1.0219641,FALSE,TRUE,FALSE,0
3847,1.147443969,0.670261367,-0.495194728,0.573118032,1.053385463,FALSE,FALSE,TRUE,0
3848,1.147443969,0.602860481,1.010870267,-1.192454952,1.100517506,FALSE,TRUE,FALSE,0
3849,1.147443969,0.670261367,0.123965325,-0.279573466,1.131938869,FALSE,TRUE,FALSE,0
3850,1.147443969,0.670261367,-0.656957265,0.131724786,1.163360231,FALSE,FALSE,TRUE,0
3851,1.097447935,0.602860481,-0.690425376,0.843972978,1.210492274,TRUE,FALSE,FALSE,0
3852,1.147443969,0.602860481,2.762368076,-2.035114786,1.28904568,FALSE,TRUE,FALSE,0
3853,1.197440003,0.670261367,-0.294386062,0.041439804,1.320467043,FALSE,TRUE,FALSE,0
3854,1.197440003,0.670261367,-1.1199328,2.770052597,1.351888405,FALSE,TRUE,FALSE,1
3855,1.197440003,0.737662252,0.21879164,-0.771125036,1.383309767,TRUE,FALSE,FALSE,0
3856,1.197440003,0.805063138,-1.164556948,1.867202776,1.461863173,FALSE,FALSE,TRUE,0
3857,1.197440003,0.805063138,-0.182825692,0.081566462,1.508995217,TRUE,FALSE,FALSE,0
3858,1.247436036,0.939864909,0.112809288,-0.239446807,1.587548623,FALSE,TRUE,FALSE,0
3859,1.29743207,1.007265795,0.335930028,-0.299636796,1.618969985,FALSE,TRUE,FALSE,0
3860,1.29743207,1.007265795,-0.623489154,-0.109035167,1.650391348,FALSE,TRUE,FALSE,0
3861,1.247436036,1.007265795,-0.322276155,0.111661456,1.68181271,FALSE,FALSE,TRUE,0
3862,1.247436036,1.007265795,-0.238605877,0.382516403,1.728944753,TRUE,FALSE,FALSE,0
3863,1.247436036,0.939864909,0.754281416,-1.302803264,1.807498159,FALSE,TRUE,FALSE,0
3864,1.247436036,0.939864909,0.503270583,-0.831315024,1.838919522,FALSE,FALSE,TRUE,0
3865,1.29743207,1.007265795,0.503270583,-0.560460077,1.886051565,TRUE,FALSE,FALSE,1
3866,1.29743207,1.07466668,-1.2705393,1.325492883,-1.695983744,FALSE,TRUE,FALSE,0
3867,1.347428103,1.07466668,6.527530563,-3.038281254,-1.664562382,FALSE,FALSE,TRUE,1
3868,1.347428103,1.142067566,1.228412988,-1.011884988,-1.617430338,FALSE,FALSE,TRUE,0
3869,1.347428103,1.142067566,-0.327854173,0.522959708,-1.570298295,FALSE,TRUE,FALSE,0
3870,1.347428103,1.209468452,-0.433836525,0.613244691,-1.538876933,FALSE,TRUE,FALSE,0
3871,1.347428103,1.209468452,1.055494415,-1.001853323,-1.50745557,FALSE,FALSE,TRUE,0
3872,1.347428103,1.276869337,-0.835453857,0.653371349,-1.460323527,FALSE,TRUE,FALSE,0
3873,1.29743207,1.209468452,0.55347275,-0.490238425,-1.428902164,FALSE,TRUE,FALSE,0
3874,1.29743207,1.142067566,-1.588486354,1.415777865,-1.397480802,FALSE,TRUE,FALSE,0
3875,1.29743207,1.209468452,-0.623489154,1.014511278,-1.366059439,FALSE,TRUE,FALSE,0
3876,1.29743207,1.209468452,0.492114546,-0.821283359,-1.334638077,FALSE,TRUE,FALSE,0
3877,1.29743207,1.142067566,-0.37805634,0.833941314,-1.303216715,TRUE,FALSE,FALSE,0
3878,1.29743207,1.142067566,1.306505247,-1.292771599,-1.224663309,FALSE,TRUE,FALSE,0
3879,1.29743207,1.142067566,-0.606755098,1.175017913,-1.193241946,FALSE,FALSE,TRUE,0
3880,1.247436036,1.07466668,0.313617954,-1.052011647,-1.146109903,FALSE,TRUE,FALSE,0
3881,1.247436036,1.007265795,-0.099155415,0.412611397,-1.114688541,FALSE,TRUE,FALSE,0
3882,1.247436036,1.07466668,-0.668113302,0.372484738,-1.083267178,FALSE,TRUE,FALSE,0
3883,1.197440003,0.939864909,-0.026641174,0.01134481,-1.051845816,FALSE,FALSE,TRUE,0
3884,1.247436036,1.007265795,0.486536528,-0.399953442,-1.004713772,TRUE,FALSE,FALSE,0
3885,1.247436036,1.007265795,0.771015471,-1.082106641,-0.926160366,FALSE,TRUE,FALSE,0
3886,1.197440003,0.872464024,-0.818719801,1.054637937,-0.894739004,FALSE,TRUE,FALSE,0
3887,1.197440003,0.805063138,-0.506350765,1.054637937,-0.863317642,FALSE,TRUE,FALSE,0
3888,1.147443969,0.805063138,2.031647652,-1.714101516,-0.831896279,FALSE,TRUE,FALSE,0
3889,1.197440003,0.805063138,-0.751783579,1.205112907,-0.800474917,FALSE,TRUE,FALSE,0
3890,1.147443969,0.805063138,-0.852187912,1.355587877,-0.769053555,FALSE,TRUE,FALSE,0
3891,1.097447935,0.737662252,-0.67369132,0.703529673,-0.737632192,FALSE,TRUE,FALSE,0
3892,1.147443969,0.737662252,-1.1199328,1.335524548,-0.70621083,FALSE,FALSE,TRUE,0
3893,1.147443969,0.805063138,0.057029103,0.061503133,-0.659078786,FALSE,TRUE,FALSE,0
3894,1.147443969,0.805063138,-0.595599061,0.272168091,-0.627657424,FALSE,FALSE,TRUE,0
3895,1.147443969,0.805063138,0.040295048,0.001313145,-0.58052538,FALSE,FALSE,TRUE,0
3896,1.097447935,0.805063138,0.492114546,-0.680840054,-0.533393337,FALSE,FALSE,TRUE,0
3897,1.097447935,0.737662252,0.564628787,-0.720966712,-0.486261293,FALSE,FALSE,TRUE,0
3898,1.047451902,0.737662252,-0.645801228,-0.319700125,-0.43912925,FALSE,FALSE,TRUE,0
3899,1.047451902,0.670261367,0.9606681,-1.132264964,-0.391997206,FALSE,FALSE,TRUE,0
3900,1.047451902,0.737662252,-0.495194728,1.164986248,-0.344865163,FALSE,FALSE,TRUE,0
3901,1.097447935,0.737662252,0.079341177,-0.590555071,-0.297733119,TRUE,FALSE,FALSE,0
3902,1.097447935,0.737662252,0.508848602,-0.540396748,-0.219179713,FALSE,TRUE,FALSE,0
3903,1.097447935,0.737662252,-0.350166247,-0.038813514,-0.187758351,TRUE,FALSE,FALSE,0
3904,1.097447935,0.737662252,-0.629067172,1.064669601,-0.109204945,TRUE,FALSE,FALSE,0
3905,1.097447935,0.805063138,0.123965325,-0.510301754,-0.030651539,FALSE,FALSE,TRUE,0
3906,1.147443969,0.805063138,-1.348631559,2.258437699,0.016480505,FALSE,TRUE,FALSE,0
3907,1.147443969,0.805063138,1.691388524,-1.613784869,0.047901867,FALSE,FALSE,TRUE,0
3908,1.147443969,0.805063138,0.525582657,-0.359826784,0.09503391,FALSE,TRUE,FALSE,0
3909,1.147443969,0.872464024,1.144742711,-0.971758329,0.126455273,TRUE,FALSE,FALSE,0
3910,1.197440003,0.939864909,1.63003032,-1.312834929,0.205008679,FALSE,TRUE,FALSE,0
3911,1.147443969,0.872464024,-1.114354782,1.084732931,0.236430041,FALSE,FALSE,TRUE,0
3912,1.197440003,0.939864909,-0.355744266,0.041439804,0.283562085,FALSE,TRUE,FALSE,0
3913,1.197440003,0.939864909,0.759859434,-1.041979982,0.314983447,FALSE,FALSE,TRUE,0
3914,1.247436036,1.007265795,-0.255339933,-0.490238425,0.362115491,FALSE,TRUE,FALSE,0
3915,1.247436036,1.007265795,0.899309897,-1.052011647,0.393536853,FALSE,TRUE,FALSE,0
3916,1.29743207,1.07466668,-0.478460673,-0.299636796,0.424958215,FALSE,TRUE,FALSE,0
3917,1.29743207,1.142067566,0.017982974,-0.590555071,0.456379578,FALSE,TRUE,FALSE,0
3918,1.247436036,1.007265795,-1.00837243,1.27533456,0.48780094,FALSE,FALSE,TRUE,0
3919,1.247436036,1.007265795,0.648299064,-0.771125036,0.534932984,TRUE,FALSE,FALSE,0
3920,1.29743207,1.007265795,1.931243319,-1.25264494,0.613486389,FALSE,TRUE,FALSE,0
3921,1.347428103,1.007265795,-0.249761914,0.14175645,0.644907752,FALSE,TRUE,FALSE,0
3922,1.29743207,0.939864909,1.217256951,-1.052011647,0.676329114,FALSE,FALSE,TRUE,0
3923,1.29743207,0.939864909,0.99971423,-0.881473347,0.723461158,FALSE,FALSE,TRUE,0
3924,1.247436036,0.939864909,0.542316713,-0.500270089,0.770593201,FALSE,FALSE,TRUE,0
3925,1.29743207,1.07466668,0.55347275,-1.041979982,0.817725245,FALSE,TRUE,FALSE,0
3926,1.29743207,1.007265795,0.391710213,-0.399953442,0.849146607,FALSE,TRUE,FALSE,0
3927,1.347428103,1.007265795,0.096075233,-0.500270089,0.88056797,TRUE,FALSE,FALSE,0
3928,1.29743207,1.007265795,-0.539818876,1.987582752,0.959121376,FALSE,TRUE,FALSE,1
3929,1.347428103,1.07466668,-0.210715785,-0.119066831,0.990542738,FALSE,FALSE,TRUE,0
3930,1.29743207,1.07466668,2.801414205,-2.085273109,1.037674781,FALSE,FALSE,TRUE,0
3931,1.347428103,1.142067566,1.367863451,-1.493404893,1.084806825,FALSE,FALSE,TRUE,0
3932,1.29743207,1.07466668,2.310548577,-1.764259839,1.131938869,FALSE,TRUE,FALSE,0
3933,1.29743207,1.07466668,0.207635603,-0.530365083,1.163360231,FALSE,TRUE,FALSE,0
3934,1.29743207,1.07466668,-0.11588947,-0.099003502,1.194781593,FALSE,FALSE,TRUE,0
3935,1.29743207,1.07466668,-1.739092854,2.830242585,1.241913637,FALSE,FALSE,TRUE,1
3936,1.247436036,1.007265795,2.489045169,-2.125399768,1.28904568,FALSE,TRUE,FALSE,0
3937,1.247436036,1.007265795,1.468267784,-1.362993252,1.320467043,FALSE,TRUE,FALSE,0
3938,1.247436036,1.007265795,0.358242102,-0.761093371,1.351888405,FALSE,TRUE,FALSE,0
3939,1.247436036,1.07466668,-0.774095653,1.4057462,1.383309767,FALSE,TRUE,FALSE,0
3940,1.147443969,1.007265795,-0.801985746,1.42580953,1.41473113,FALSE,TRUE,FALSE,0
3941,1.097447935,0.939864909,2.500201206,-2.015051456,1.446152492,FALSE,TRUE,FALSE,0
3942,1.097447935,0.939864909,-0.78525169,0.723593002,1.477573855,FALSE,FALSE,TRUE,0
3943,1.147443969,0.939864909,-1.147822893,2.679767615,1.524705898,FALSE,TRUE,FALSE,1
3944,1.097447935,0.805063138,-0.880078005,0.944289625,1.55612726,FALSE,TRUE,FALSE,0
3945,1.097447935,0.872464024,0.174167492,-0.389921778,-1.695983744,FALSE,TRUE,FALSE,0
3946,1.097447935,0.872464024,0.66503312,-0.901536677,-1.664562382,FALSE,FALSE,TRUE,0
3947,1.097447935,0.872464024,1.172632803,-1.082106641,-1.617430338,TRUE,FALSE,FALSE,0
3948,1.097447935,0.872464024,-0.160513618,-0.289605131,-1.538876933,FALSE,FALSE,TRUE,0
3949,1.147443969,1.007265795,-0.863343949,1.084732931,-1.491744889,FALSE,TRUE,FALSE,0
3950,1.147443969,0.939864909,0.174167492,-0.279573466,-1.460323527,FALSE,TRUE,FALSE,0
3951,1.147443969,0.939864909,0.17974551,-0.730998377,-1.428902164,FALSE,FALSE,TRUE,0
3952,1.147443969,0.939864909,-0.350166247,-0.269541802,-1.381770121,FALSE,TRUE,FALSE,0
3953,1.147443969,0.939864909,-0.305542099,-0.048845179,-1.350348758,FALSE,FALSE,TRUE,0
3954,1.147443969,0.939864909,2.065115763,-1.684006522,-1.303216715,FALSE,FALSE,TRUE,0
3955,1.147443969,1.007265795,-0.506350765,0.964352954,-1.256084671,FALSE,TRUE,FALSE,0
3956,1.147443969,0.939864909,-0.216293803,0.021376474,-1.224663309,FALSE,FALSE,TRUE,0
3957,1.097447935,0.939864909,-0.160513618,0.492864714,-1.177531265,FALSE,TRUE,FALSE,0
3958,1.097447935,0.872464024,-0.89681206,1.556221171,-1.146109903,FALSE,TRUE,FALSE,0
3959,1.097447935,0.939864909,-0.0043291,-0.259510137,-1.114688541,FALSE,FALSE,TRUE,0
3960,1.097447935,0.939864909,-0.829875838,0.813877984,-1.067556497,FALSE,TRUE,FALSE,0
3961,1.097447935,0.939864909,0.575784824,-0.791188365,-1.036135135,FALSE,FALSE,TRUE,0
3962,1.197440003,1.007265795,1.373441469,-1.523499887,-0.989003091,FALSE,TRUE,FALSE,0
3963,1.147443969,1.007265795,-0.071265322,-0.179256819,-0.957581729,TRUE,FALSE,FALSE,0
3964,1.147443969,1.07466668,0.720813305,-0.680840054,-0.879028323,FALSE,FALSE,TRUE,0
3965,1.147443969,1.007265795,-0.177247674,-0.249478472,-0.831896279,FALSE,TRUE,FALSE,0
3966,1.147443969,1.007265795,-0.048953248,-0.219383478,-0.800474917,FALSE,TRUE,FALSE,0
3967,1.147443969,0.939864909,-0.333432192,0.563086367,-0.769053555,FALSE,FALSE,TRUE,0
3968,1.147443969,0.939864909,-0.67369132,0.131724786,-0.721921511,FALSE,FALSE,TRUE,0
3969,1.147443969,0.939864909,-0.193981729,-0.129098496,-0.674789467,FALSE,TRUE,FALSE,0
3970,1.147443969,0.939864909,-1.080886671,0.763719661,-0.643368105,FALSE,FALSE,TRUE,0
3971,1.097447935,0.939864909,0.480958509,-0.46014343,-0.596236062,TRUE,FALSE,FALSE,0
3972,1.147443969,0.939864909,-0.1549356,-0.530365083,-0.517682656,FALSE,TRUE,FALSE,0
3973,1.147443969,0.939864909,-0.021063156,0.181883109,-0.486261293,FALSE,TRUE,FALSE,0
3974,1.197440003,1.007265795,-0.188403711,-0.209351813,-0.454839931,FALSE,TRUE,FALSE,0
3975,1.197440003,1.007265795,0.006826937,0.372484738,-0.423418569,TRUE,FALSE,FALSE,0
3976,1.147443969,0.939864909,-0.930280171,0.603213026,-0.344865163,TRUE,FALSE,FALSE,0
3977,1.097447935,0.872464024,-0.160513618,-0.339763454,-0.266311757,FALSE,FALSE,TRUE,0
3978,1.097447935,0.872464024,-0.874499986,0.643339685,-0.219179713,FALSE,TRUE,FALSE,0
3979,1.147443969,0.872464024,-0.556552932,0.181883109,-0.187758351,FALSE,TRUE,FALSE,0
3980,1.097447935,0.872464024,-0.913546116,0.703529673,-0.156336988,FALSE,FALSE,TRUE,0
3981,1.097447935,0.872464024,2.18783217,-1.814418163,-0.109204945,FALSE,FALSE,TRUE,0
3982,1.097447935,0.872464024,-0.355744266,0.864036308,-0.062072901,FALSE,TRUE,FALSE,0
3983,1.097447935,0.872464024,-0.835453857,0.693498008,-0.030651539,FALSE,TRUE,FALSE,0
3984,1.147443969,0.872464024,0.631565009,-0.720966712,0.000769823,FALSE,TRUE,FALSE,0
3985,1.147443969,0.805063138,-0.852187912,1.034574607,0.032191186,FALSE,TRUE,FALSE,0
3986,1.097447935,0.872464024,0.213213621,-1.021916653,0.063612548,FALSE,FALSE,TRUE,0
3987,1.147443969,0.872464024,-0.528662839,0.31229475,0.110744592,FALSE,FALSE,TRUE,0
3988,1.097447935,0.872464024,0.084919196,0.021376474,0.157876635,FALSE,TRUE,FALSE,0
3989,1.097447935,0.872464024,0.352664084,-0.720966712,0.189297998,FALSE,TRUE,FALSE,0
3990,1.097447935,0.805063138,0.854685749,-1.182423288,0.22071936,TRUE,FALSE,FALSE,0
3991,1.147443969,0.872464024,0.798905564,-0.560460077,0.299272766,FALSE,TRUE,FALSE,0
3992,1.147443969,0.872464024,0.419600306,-0.590555071,0.330694128,FALSE,TRUE,FALSE,0
3993,1.147443969,0.872464024,-1.198025059,0.78378299,0.362115491,FALSE,TRUE,FALSE,0
3994,1.147443969,0.939864909,-0.584443024,0.031408139,0.393536853,FALSE,TRUE,FALSE,0
3995,1.147443969,0.872464024,0.458646435,-0.841346688,0.424958215,FALSE,TRUE,FALSE,0
3996,1.147443969,0.872464024,0.480958509,-0.690871718,0.456379578,FALSE,FALSE,TRUE,0
3997,1.097447935,0.737662252,-0.807563764,1.375651206,0.503511621,FALSE,TRUE,FALSE,0
3998,1.047451902,0.670261367,0.263415788,-0.490238425,0.534932984,FALSE,TRUE,FALSE,0
3999,0.997455868,0.670261367,-0.662535283,0.593181361,0.566354346,FALSE,TRUE,FALSE,0
4000,1.047451902,0.805063138,-0.651379246,1.034574607,0.597775708,FALSE,TRUE,FALSE,0
4001,1.047451902,0.805063138,0.33035201,-0.209351813,0.629197071,TRUE,FALSE,FALSE,0
4002,1.047451902,0.805063138,-0.472882654,1.927392764,0.707750477,FALSE,TRUE,FALSE,1
4003,1.047451902,0.805063138,-0.110311452,-0.068908508,0.739171839,FALSE,TRUE,FALSE,0
4004,0.997455868,0.737662252,-0.924702153,1.5762845,0.770593201,FALSE,TRUE,FALSE,0
4005,0.997455868,0.737662252,-0.740627542,0.884099637,0.802014564,FALSE,FALSE,TRUE,0
4006,1.047451902,0.805063138,-0.260917951,0.502896379,0.849146607,FALSE,TRUE,FALSE,0
4007,1.047451902,0.805063138,-0.947014227,1.084732931,0.88056797,FALSE,TRUE,FALSE,0
4008,1.097447935,0.805063138,-0.37805634,0.191914774,0.911989332,FALSE,FALSE,TRUE,0
4009,1.097447935,0.805063138,0.508848602,-0.399953442,0.959121376,FALSE,TRUE,FALSE,0
4010,1.047451902,0.737662252,0.369398139,-0.239446807,0.990542738,FALSE,FALSE,TRUE,0
4011,1.097447935,0.737662252,-0.511928784,1.215144572,1.037674781,FALSE,TRUE,FALSE,0
4012,1.097447935,0.805063138,-0.997216393,1.285366224,1.069096144,FALSE,FALSE,TRUE,0
4013,1.097447935,0.737662252,1.055494415,-0.600586736,1.116228187,FALSE,FALSE,TRUE,0
4014,1.047451902,0.670261367,1.122430637,-0.921600006,1.163360231,FALSE,TRUE,FALSE,0
4015,1.047451902,0.602860481,-0.344588229,0.14175645,1.194781593,FALSE,TRUE,FALSE,0
4016,1.047451902,0.602860481,0.66503312,-0.971758329,1.226202956,FALSE,TRUE,FALSE,0
4017,0.997455868,0.535459596,2.026069634,-1.663943192,1.257624318,FALSE,TRUE,FALSE,0
4018,0.997455868,0.535459596,1.362285432,-1.694038186,1.28904568,FALSE,FALSE,TRUE,0
4019,0.997455868,0.602860481,0.10723127,0.532991373,1.336177724,FALSE,FALSE,TRUE,0
4020,1.047451902,0.670261367,-1.04741856,0.95432129,1.383309767,FALSE,TRUE,FALSE,0
4021,1.047451902,0.602860481,-0.484038691,0.252104762,1.41473113,TRUE,FALSE,FALSE,0
4022,1.047451902,0.602860481,0.709657268,-0.931631671,1.493284536,FALSE,TRUE,FALSE,0
4023,1.047451902,0.670261367,-0.974904319,1.004479613,1.524705898,FALSE,TRUE,FALSE,0
4024,1.047451902,0.670261367,-1.04741856,2.037741076,1.55612726,FALSE,FALSE,TRUE,1
4025,1.047451902,0.670261367,1.061072433,-1.393088246,1.603259304,TRUE,FALSE,FALSE,0
4026,1.047451902,0.670261367,0.196479566,-0.590555071,1.68181271,FALSE,FALSE,TRUE,0
4027,0.997455868,0.670261367,0.151855418,-0.219383478,1.728944753,FALSE,TRUE,FALSE,0
4028,0.997455868,0.602860481,-0.467304636,0.322326415,1.760366116,FALSE,TRUE,FALSE,0
4029,0.997455868,0.602860481,0.782171508,-1.10216997,1.791787478,TRUE,FALSE,FALSE,0
4030,0.997455868,0.535459596,3.370372092,-2.275874738,1.870340884,FALSE,TRUE,FALSE,0
4031,0.997455868,0.535459596,-0.511928784,0.272168091,1.901762246,FALSE,TRUE,FALSE,0
4032,0.997455868,0.535459596,-0.868921968,1.034574607,1.933183609,FALSE,TRUE,FALSE,1
4033,1.047451902,0.535459596,1.300927229,-1.292771599,1.964604971,FALSE,TRUE,FALSE,0
4034,0.997455868,0.535459596,0.425178324,-1.10216997,1.996026334,FALSE,TRUE,FALSE,1
4035,0.997455868,0.535459596,-0.472882654,-0.339763454,-1.695983744,FALSE,TRUE,FALSE,0
4036,0.997455868,0.535459596,-0.523084821,0.914194631,-1.664562382,FALSE,TRUE,FALSE,0
4037,0.997455868,0.535459596,0.391710213,-0.48020676,-1.63314102,FALSE,FALSE,TRUE,0
4038,0.997455868,0.602860481,0.040295048,-0.560460077,-1.586008976,FALSE,TRUE,FALSE,0
4039,0.947459834,0.535459596,0.157433436,-0.068908508,-1.554587614,FALSE,TRUE,FALSE,0
4040,0.997455868,0.535459596,1.273037136,-1.262676605,-1.523166251,FALSE,TRUE,FALSE,0
4041,0.997455868,0.602860481,0.001248918,-0.580523407,-1.491744889,FALSE,TRUE,FALSE,0
4042,0.997455868,0.602860481,0.140699381,-0.099003502,-1.460323527,FALSE,TRUE,FALSE,0
4043,0.997455868,0.535459596,-0.523084821,0.63330802,-1.428902164,FALSE,FALSE,TRUE,0
4044,0.947459834,0.602860481,-0.668113302,0.773751325,-1.381770121,FALSE,FALSE,TRUE,1
4045,0.897463801,0.602860481,1.908931245,-1.914734809,-1.334638077,FALSE,FALSE,TRUE,0
4046,0.947459834,0.602860481,-0.656957265,0.623276355,-1.287506034,FALSE,FALSE,TRUE,0
4047,0.947459834,0.670261367,-0.467304636,0.603213026,-1.24037399,FALSE,TRUE,FALSE,0
4048,0.947459834,0.670261367,6.42712623,-2.797521302,-1.208952628,FALSE,TRUE,FALSE,1
4049,0.897463801,0.535459596,-0.188403711,0.121693121,-1.177531265,FALSE,TRUE,FALSE,0
4050,0.897463801,0.535459596,-0.461726617,0.663403014,-1.146109903,FALSE,TRUE,FALSE,0
4051,0.897463801,0.535459596,-0.868921968,0.643339685,-1.114688541,FALSE,TRUE,FALSE,0
4052,0.947459834,0.535459596,0.135121362,-0.078940173,-1.083267178,FALSE,FALSE,TRUE,0
4053,0.947459834,0.602860481,4.274011089,-2.396254714,-1.036135135,FALSE,FALSE,TRUE,0
4054,0.947459834,0.602860481,-0.461726617,0.362453073,-0.989003091,FALSE,FALSE,TRUE,0
4055,0.997455868,0.670261367,1.819682949,-1.734164845,-0.941871048,FALSE,TRUE,FALSE,0
